business_id,category,ethnicity,year,observed_name
13,Convenience,Not Specified,2011,Alpha Milk
14,"Art, books, music, video",Not Specified,2011,Alternative Arts
16,Personal care,Korean,2011,The Amore
18,Travel,Hispanic,2011,Andina Travel
24,Convenience,Not Specified,2011,Annex Mart
33,Food,Korean,2011,Asian Acupuncture and Health Foods
65,Entertainment,Korean,2011,BMB Karaoke
66,Personal adornment,Korean,2011,Bo Kwang Dang Jewellery
70,"Art, books, music, video",Not Specified,2011,Book City
101,Prepared food,Not Specified,2011,Clintons
2290,Food,Not Specified,2011,Metro
163,"Art, books, music, video",Not Specified,2011,Frames N Graphics
166,Prepared food,Not Specified,2011,Future Bakery and Café
180,Personal adornment,Korean,2011,Golden Jewellery
202,Department store,Not Specified,2011,Honest Eds
211,Prepared food,Korean,2011,Imonay Korean Restaurant
215,Prepared food,Not Specified,2011,Insomnia
220,Clothing,Korean,2011,J. Fashions
226,Personal care,Not Specified,2011,Johns Barber Shop and Hair Styling
228,Prepared food,Not Specified,2011,Joons Korean Cuisine
241,Business services,Not Specified,2011,FedEx Office
244,Cleaning services,Not Specified,2011,Knob Hill Cleaners
249,Media,Korean,2011,Korea Central Daily
265,Personal care,Korean,2011,Kyounghee Hair Salon
269,Entertainment,Not Specified,2011,Lees Palace
288,Entertainment,Not Specified,2011,Metro Theatre
289,"Art, books, music, video",Not Specified,2011,Midoco
323,Prepared food,Not Specified,2011,Paupers Pub
357,Prepared food,Not Specified,2011,Sarahs Shawarma & Felafel
366,Prepared food,Korean,2011,Seoul Restaurant
374,Convenience,Not Specified,2011,Six Penny Variety
383,Prepared food,Not Specified,2011,Subway
389,Prepared food,Not Specified,2011,New Generation Sushi Japanese Restaurant
390,Prepared food,Not Specified,2011,Sushi on Bloor
392,Medical,Korean,2011,Susies Acupuncture and Herbs
423,Prepared food,Not Specified,2011,Tim Hortons
435,Religion,Not Specified,2011,Trinity St. Pauls United Church
441,Prepared food,Korean,2011,Umji Bunsik Thumbs-Up Korean Fast Food
455,Financial,Hispanic,2011,Vigo
15,Prepared food,Not Specified,2011,Amnesia Bar and Grill
22,Recreation,Not Specified,2011,Annas Dance Centre
30,Miscellaneous,Not Specified,2011,Arora
41,Financial,Not Specified,2011,Bank of Montreal
50,Entertainment,Not Specified,2011,Bloor Cinema
54,Food,Not Specified,2011,Bloor Fruit Market
77,Prepared food,Not Specified,2011,By the Way Café
516,Financial,Not Specified,2011,CIBC
112,Prepared food,Not Specified,2011,Country Style
114,Bikes and e-bikes,Not Specified,2011,Curbside Cycle
131,Home furnishing,Not Specified,2011,East West Futons
157,Travel,Not Specified,2011,Flight Centre
172,Food,Not Specified,2011,Ghazale
177,Internet parlor,Not Specified,2011,Gig@bites
178,Personal care,Korean,2011,Gloria Fashion and Gifts
179,Personal care,Korean,2011,Goa Hair Salon
184,Miscellaneous,Not Specified,2011,Grassroots
188,Personal care,Not Specified,2011,Gus the Other Barber
196,Food,Not Specified,2011,Health Valley Natural Foods
209,Prepared food,Korean,2011,Il Bun Ji
217,"Art, books, music, video",Not Specified,2011,Inti Crafts
221,Prepared food,Not Specified,2011,Japan Sushi
227,"Art, books, music, video",Korean,2011,Jong Ro Korean Books and Musics
236,Prepared food,Not Specified,2011,Kensington Natural Bakery and Café
251,Prepared food,Korean,2011,Korea House Restaurant
253,"Art, books, music, video",Korean,2011,Korean Book and Video Centre
263,Prepared food,Korean,2011,Korean Village Restaurant
278,Food,Korean,2011,Magic Health Food
296,Financial,Not Specified,2011,Money Mart
302,Financial,Hispanic,2011,"Multiexpress, Marios Latin Video"
304,Clothing,Not Specified,2011,N. Markus Fashions
329,Prepared food,Not Specified,2011,Pizza Pizza
339,"Art, books, music, video",Not Specified,2011,Queen Video
342,Prepared food,Not Specified,2011,Real Thailand Restaurant
349,Clothing,Not Specified,2011,Risqué
479,Prepared food,Not Specified,2011,Royal Thai
654,Prepared food,Not Specified,2011,Acme Burger
368,Prepared food,Not Specified,2011,Serra
381,Prepared food,Not Specified,2011,Starbucks
396,Prepared food,Not Specified,2011,Tacos El Asador
398,Food,Not Specified,2011,Taste of Nature
826,Financial,Not Specified,2011,TD Canada Trust
410,Home furnishing,Not Specified,2011,The Futon Store
440,Prepared food,Not Specified,2011,Tutti Frutti
457,Food,Not Specified,2011,Village Market
464,Home maintenance,Not Specified,2011,Wieners Home Hardware
465,Prepared food,Not Specified,2011,Wing Machine
469,Medical,Not Specified,2011,X-Ray and Ultrasound
484,Cleaning services,Not Specified,2011,Nice Cleaners
276,Personal adornment,Not Specified,2011,Lucky 13 Tattoo Shop
489,Prepared food,Not Specified,2011,Laila
495,Prepared food,Korean,2011,"Cake House, BnC Patisserie"
248,Prepared food,Korean,2011,Korea Bakery
359,Travel,Korean,2011,Sebang Travel KC Tours
503,Phones,Not Specified,2011,Telus
328,Clothing,Not Specified,2011,Piyas Boutique
416,Personal care,Not Specified,2011,The Outer Layer
508,Prepared food,Korean,2011,Ka Chi Korean Restaurant
517,Prepared food,Not Specified,2011,Second Cup
518,Prepared food,Not Specified,2011,Gregs Ice Cream
521,Prepared food,Not Specified,2011,Mt. Everest Restaurant
522,Prepared food,Not Specified,2011,Thai Spring Roll
431,Medical,Not Specified,2011,Toronto Healing Arts Centre
827,Prepared food,Not Specified,2011,Subway
529,Prepared food,Not Specified,2011,Noodle Bowl
541,Prepared food,Not Specified,2011,Pita Q
543,Prepared food,Not Specified,2011,Thai Basil
544,Prepared food,Not Specified,2011,Mariko
545,Personal care,Korean,2011,Mapsi Hair Salon
546,Food,Korean,2011,P. A. T. Central
554,Prepared food,Not Specified,2011,Big Sushi
555,Personal care,Not Specified,2011,Panorea: Skin + Spa
563,Prepared food,Not Specified,2011,Kentucky Fried Chicken/Taco Bell
312,Food,Korean,2011,Bloor Meat and Grocery
565,Food,Korean,2011,Healthland
567,Pets,Korean,2011,Bark and Meow Pet Supplies
569,Prepared food,Not Specified,2011,The Beer Station
577,Prepared food,Not Specified,2011,The Pump
2,Electronics,Not Specified,2011,Above All Electronic Surplus
579,Personal care,Not Specified,2011,Cretech Beauty Supplies
537,Phones,Not Specified,2011,Rogers Wireless
581,Prepared food,Korean,2011,Soft To-Fu Soup Special Restaurant - Meong Dong Soon To-Fu
584,"Art, books, music, video",Not Specified,2011,BMV Books
585,Clothing,Not Specified,2011,Theodore 1922
587,Prepared food,Not Specified,2011,Ginger - Taste of Health
250,Financial,Not Specified,2011,Korea Exchange Bank
589,Medical,Korean,2011,Opticians Optical
591,Prepared food,Korean,2011,Plus
681,Home furnishing,Korean,2011,[No name in English]
595,Food,Not Specified,2011,Mona Fruit Market
597,Food,Not Specified,2011,Cobs Bread
599,Prepared food,Not Specified,2011,St. Louis Bar and Grill
602,"Art, books, music, video",Not Specified,2011,Ten Thousand Villages
603,Prepared food,Not Specified,2011,New Generation - Grill Fusion
608,Prepared food,Not Specified,2011,Maroli - Indian and Malabri Cuisine
611,Prepared food,Korean,2011,Ajuker Chicken
613,Personal care,Korean,2011,Joanne & Co.
614,Food,Not Specified,2011,Qi Natural Food
616,Food,Not Specified,2011,Sobeys: Urban Fresh
617,Prepared food,Not Specified,2011,Green Beanery
618,Internet parlor,Not Specified,2011,Omega PC
619,Prepared food,Korean,2011,E. Wang Korean Japanese Restaurant
620,Phones,Not Specified,2011,Fido
621,Personal care,Korean,2011,Sora Beauty Salon
622,"Art, books, music, video",Not Specified,2011,Toronto Writers Centre
626,Prepared food,Not Specified,2011,Sake Sushi Bar
632,Food,Not Specified,2011,Bloor Superfresh
633,Prepared food,Not Specified,2011,Pizzaiolo
362,Clothing,Not Specified,2011,Secrets from Your Sister
636,Medical,Not Specified,2011,Dr. Angela Mendoza Baez DDS
336,Electronics,Not Specified,2011,Price War
637,Personal care,Not Specified,2011,Anes Hair and Spa/Pëlo Hair and Spa
641,Prepared food,Korean,2011,Camto
646,Prepared food,Not Specified,2011,Sushi 101
647,Recreation,Not Specified,2011,Game Stop
648,Travel,Not Specified,2011,Intrepid Travel
652,Prepared food,Not Specified,2011,Pizza Park
394,Prepared food,Not Specified,2011,Swiss Chalet
657,Prepared food,Not Specified,2011,Better and Better Bakery and Café
658,Miscellaneous,Not Specified,2011,Panacea
659,Prepared food,Korean,2011,La Soft Tofu Stone Pot
660,Food,Not Specified,2011,Gold Leaf Fruit Market
661,Miscellaneous,Not Specified,2011,Just You Sarah and Tom
662,Personal care,Not Specified,2011,Spring Nails and Spa
664,Food,Korean,2011,Meat Country Canada
666,Prepared food,Not Specified,2011,The Grill Pit
670,Drugs,Not Specified,2011,High Times
675,Personal care,Not Specified,2011,Beyond Beauty
676,Prepared food,Not Specified,2011,Sky Blue Sky Sandwich Company
680,Prepared food,Not Specified,2011,Pho Ngon
682,Prepared food,Korean,2011,Sunrise House
683,Personal adornment,Not Specified,2011,Golden Empire Jewellery
684,Prepared food,Korean,2011,Tofu Village - House of Soon Tofu
685,Phones,Not Specified,2011,Mobilicity
686,Business services,Not Specified,2011,The UPS Store
687,Prepared food,Not Specified,2011,Abyssinia Café
689,Prepared food,Not Specified,2011,K. O. Burgers
690,Clothing,Not Specified,2011,Nué
691,Prepared food,Not Specified,2011,Hey Lucy
692,Prepared food,Not Specified,2011,Sushi Couture
693,Prepared food,Not Specified,2011,Jerk King
695,Prepared food,Korean,2011,Arisu
696,Cleaning services,Not Specified,2011,Idryl Laundromat
697,Prepared food,Not Specified,2011,Snakes and Lattes
698,Miscellaneous,Korean,2011,Bloor Electronics
699,Clothing,Not Specified,2011,Teds Style Shoppe
700,Prepared food,Korean,2011,Roll House
701,Clothing,Korean,2011,Vivace
702,Prepared food,Not Specified,2011,Pho Rex
703,Personal care,Not Specified,2011,Hair 21 and Spa
705,Prepared food,Not Specified,2011,Yoyos Yogurt Café
706,Prepared food,Not Specified,2011,Menchies Frozen Yogurt
707,Bikes and e-bikes,Not Specified,2011,Sweet Petes Bicycle Shop
708,Prepared food,Not Specified,2011,Guu -- Saka Bar
709,Prepared food,Not Specified,2011,Ali Babas -- Middle Eastern Cuisine
711,Personal care,Not Specified,2011,4U Nails and Spa
712,Prepared food,Korean,2011,Mi Hwa
713,Recreation,Not Specified,2011,Bloor Billiards
714,"Art, books, music, video",Not Specified,2011,Doug Miller Books
715,Personal adornment,Not Specified,2011,JewelWorks
829,Prepared food,Not Specified,2011,Pizzaiolo
716,Prepared food,Not Specified,2011,Kenzo -- Japanese Noodles House
719,Food,Not Specified,2011,Davids Tea
720,Food,Not Specified,2011,Rowe Farms
721,Clothing,Not Specified,2011,Skirt
722,Prepared food,Not Specified,2011,Smokes Poutinerie
723,Food,Not Specified,2011,Herbs and Nutrition -- Qi Natural Food
724,Political,Not Specified,2011,"Sarah Thompson, Ontario Liberal"
725,Prepared food,Not Specified,2011,Rajputs Bistro
208,Medical,Not Specified,2011,IDA Hanin Drug Mart
726,Prepared food,Korean,2011,Lim Ga Ne Korean Restaurant
727,Prepared food,Not Specified,2011,Sam James Coffee Bar
565,Food,Not Specified,2011,Healthland
728,Prepared food,Korean,2011,Masikoma Japanese and Korean Restaurant
729,Prepared food,Korean,2011,Ding Ho Restaurant -- Korean Style Chinese Restaurant
715,Personal adornment,Not Specified,2012,JewelWorks
655,Prepared food,Not Specified,2012,Ghazi: Fresh Juice and Dessert
6,Prepared food,Not Specified,2012,Alberts Hall/Ye Olde Brunswick House and Champions Off-Track Wagering
13,Convenience,Not Specified,2012,Alpha Milk
14,"Art, books, music, video",Not Specified,2012,Alternative Arts
16,Personal care,Korean,2012,The Amore
24,Convenience,Not Specified,2012,Annex Mart
33,Food,Korean,2012,Asian Acupuncture and Health Foods
65,Entertainment,Korean,2012,BMB Karaoke
66,Personal adornment,Korean,2012,Bo Kwang Dang Jewellery
70,"Art, books, music, video",Not Specified,2012,Book City
101,Prepared food,Not Specified,2012,Clintons
2290,Food,Not Specified,2012,Metro
163,"Art, books, music, video",Not Specified,2012,Frames N Graphics
166,Prepared food,Not Specified,2012,Future Bakery and Café
180,Personal adornment,Korean,2012,Golden Jewellery
202,Department store,Not Specified,2012,Honest Eds
211,Prepared food,Korean,2012,Imonay Korean Restaurant
215,Prepared food,Not Specified,2012,Insomnia
220,Clothing,Korean,2012,J. Fashions
226,Personal care,Not Specified,2012,Johns Barber Shop and Hair Styling
228,Prepared food,Not Specified,2012,Joons Korean Cuisine
241,Business services,Not Specified,2012,FedEx Office
244,Cleaning services,Not Specified,2012,Knob Hill Cleaners
249,Media,Korean,2012,Korea Central Daily
265,Personal care,Korean,2012,Kyounghee Hair Salon
269,Entertainment,Not Specified,2012,Lees Palace
288,Entertainment,Not Specified,2012,Metro Theatre
289,"Art, books, music, video",Not Specified,2012,Midoco: Art and Office Supplies
323,Prepared food,Not Specified,2012,Paupers Pub
357,Prepared food,Not Specified,2012,Sarahs Shawarma & Felafel
366,Prepared food,Korean,2012,Seoul Restaurant
374,Convenience,Not Specified,2012,Six Penny Variety
383,Prepared food,Not Specified,2012,Subway
389,Prepared food,Not Specified,2012,New Generation Sushi Japanese Restaurant
390,Prepared food,Not Specified,2012,Sushi on Bloor
392,Medical,Korean,2012,Susies Acupuncture and Herbs
435,Religion,Not Specified,2012,Trinity St. Pauls United Church
441,Prepared food,Korean,2012,Umji Bunsik Thumbs-Up Korean Fast Food
15,Prepared food,Not Specified,2012,Amnesia Bar and Grill
22,Recreation,Not Specified,2012,Annas Dance Centre
30,Miscellaneous,Not Specified,2012,Arora
41,Financial,Not Specified,2012,Bank of Montreal
637,Personal care,Not Specified,2012,Pëlo: Hair and Spa
54,Food,Not Specified,2012,Bloor Fruit Market
77,Prepared food,Not Specified,2012,By the Way Café
516,Financial,Not Specified,2012,CIBC
112,Prepared food,Not Specified,2012,Country Style
114,Bikes and e-bikes,Not Specified,2012,Curbside Cycle
131,Home furnishing,Not Specified,2012,East West Futons
157,Travel,Not Specified,2012,Flight Centre
172,Food,Not Specified,2012,Ghazale: Middle Eastern and Vegetarian Foods
177,Internet parlor,Not Specified,2012,Gig@bites
178,Personal care,Korean,2012,Gloria Fashion and Gifts
179,Personal care,Korean,2012,Goa Hair Salon
184,Miscellaneous,Not Specified,2012,Grassroots
188,Personal care,Not Specified,2012,Gus the Other Barber
196,Food,Not Specified,2012,Health Valley Natural Foods
209,Prepared food,Korean,2012,Il Bun Ji: Korean and Japanese Restaurant
217,"Art, books, music, video",Not Specified,2012,Inti Crafts
221,Prepared food,Not Specified,2012,Japan Sushi
227,"Art, books, music, video",Korean,2012,Jong Ro Korean Books and Musics
236,Prepared food,Not Specified,2012,Kensington Natural Bakery and Café
251,Prepared food,Korean,2012,Korea House Restaurant
253,"Art, books, music, video",Korean,2012,Korean Book and Video Centre
263,Prepared food,Korean,2012,Korean Village Restaurant
278,Food,Korean,2012,Magic Health Food
296,Financial,Not Specified,2012,Money Mart
302,Financial,Hispanic,2012,"Multiexpress, Marios Latin Video"
304,Clothing,Not Specified,2012,N. Markus Fashions
329,Prepared food,Not Specified,2012,Pizza Pizza
339,"Art, books, music, video",Not Specified,2012,Queen Video
342,Prepared food,Not Specified,2012,Real Thailand Restaurant
349,Clothing,Not Specified,2012,Risqué: Clothing and Accessories
654,Prepared food,Not Specified,2012,Acme Burger
368,Prepared food,Not Specified,2012,Serra
381,Prepared food,Not Specified,2012,Starbucks
396,Prepared food,Not Specified,2012,Tacos El Asador
398,Food,Not Specified,2012,Taste of Nature
826,Financial,Not Specified,2012,TD Canada Trust
410,Home furnishing,Not Specified,2012,The Futon Store
457,Food,Not Specified,2012,Village Market
464,Home maintenance,Not Specified,2012,Wieners Home Hardware
469,Medical,Not Specified,2012,X-Ray and Ultrasound
484,Cleaning services,Not Specified,2012,Nice Cleaners
276,Personal adornment,Not Specified,2012,Lucky 13 Tattoo Shop
495,Prepared food,Korean,2012,"Cake House, BnC Patisserie"
248,Prepared food,Korean,2012,Korea Bakery
359,Travel,Korean,2012,Sebang Travel KC Tours
503,Phones,Not Specified,2012,Telus
328,Clothing,Not Specified,2012,Piyas Boutique
416,Personal care,Not Specified,2012,The Outer Layer
508,Prepared food,Korean,2012,Ka Chi Korean Restaurant
517,Prepared food,Not Specified,2012,Second Cup
518,Prepared food,Not Specified,2012,Gregs Ice Cream
521,Prepared food,Not Specified,2012,Mt. Everest Restaurant
431,Medical,Not Specified,2012,Toronto Healing Arts Centre
827,Prepared food,Not Specified,2012,Subway
529,Prepared food,Not Specified,2012,Noodle Bowl
541,Prepared food,Not Specified,2012,Pita Q
543,Prepared food,Not Specified,2012,Thai Basil
544,Prepared food,Not Specified,2012,Mariko
545,Personal care,Korean,2012,Mapsi Hair Salon
546,Food,Korean,2012,P. A. T. Central
554,Prepared food,Not Specified,2012,Big Sushi
555,Personal care,Not Specified,2012,Panorea: Skin + Spa
563,Prepared food,Not Specified,2012,Kentucky Fried Chicken/Taco Bell
312,Food,Korean,2012,Bloor Meat and Grocery
567,Pets,Korean,2012,Bark and Meow Pet Supplies
569,Prepared food,Not Specified,2012,The Beer Station
577,Prepared food,Not Specified,2012,The Pump
579,Personal care,Not Specified,2012,Cretech Beauty Supplies
537,Phones,Not Specified,2012,Rogers Wireless
584,"Art, books, music, video",Not Specified,2012,BMV Books
585,Clothing,Not Specified,2012,Theodore 1922
587,Prepared food,Not Specified,2012,Ginger - Taste of Health
250,Financial,Not Specified,2012,Korea Exchange Bank
589,Medical,Korean,2012,Opticians Optical
591,Prepared food,Korean,2012,Royal Mandu Plus: Specialized in Kimbab and Dumpling
681,Home furnishing,Korean,2012,[No name in English]
597,Food,Not Specified,2012,Cobs Bread
599,Prepared food,Not Specified,2012,St. Louis Bar and Grill
602,"Art, books, music, video",Not Specified,2012,Ten Thousand Villages
608,Prepared food,Not Specified,2012,Maroli - Indian and Malabri Cuisine
611,Prepared food,Korean,2012,Ajuker Chicken
613,Personal care,Korean,2012,Joanne & Co.
614,Food,Not Specified,2012,Qi Natural Food
616,Food,Not Specified,2012,Sobeys: Urban Fresh
617,Prepared food,Not Specified,2012,Green Beanery
620,Phones,Not Specified,2012,Fido
621,Personal care,Korean,2012,Sora Beauty Salon
622,"Art, books, music, video",Not Specified,2012,Toronto Writers Centre
626,Prepared food,Not Specified,2012,Sake Sushi Bar
632,Food,Not Specified,2012,Bloor Superfresh
633,Prepared food,Not Specified,2012,Pizzaiolo
362,Clothing,Not Specified,2012,Secrets from Your Sister
636,Medical,Not Specified,2012,Dr. Angela Mendoza Baez DDS
336,Electronics,Not Specified,2012,Price War
648,Travel,Not Specified,2012,Intrepid: My Adventure Store
652,Prepared food,Not Specified,2012,Pizza Park
394,Prepared food,Not Specified,2012,Swiss Chalet
657,Prepared food,Not Specified,2012,Better and Better Bakery and Café
660,Food,Not Specified,2012,Gold Leaf Fruit Market
662,Personal care,Not Specified,2012,Spring Nails and Spa
664,Food,Korean,2012,Meat Country Canada
670,Drugs,Not Specified,2012,High Times
675,Personal care,Not Specified,2012,Beyond Beauty
676,Prepared food,Not Specified,2012,Sky Blue Sky Sandwich Company
680,Prepared food,Not Specified,2012,Pho Ngon
682,Prepared food,Korean,2012,Sunrise House
684,Prepared food,Korean,2012,Tofu Village - House of Soon Tofu
686,Business services,Not Specified,2012,The UPS Store
687,Prepared food,Not Specified,2012,Abyssinia Bar & Restaurant
689,Prepared food,Not Specified,2012,K. O. Burgers
690,Clothing,Not Specified,2012,Nué
691,Prepared food,Not Specified,2012,Hey Lucy
692,Prepared food,Not Specified,2012,Sushi Couture
693,Prepared food,Not Specified,2012,Jerk King
695,Prepared food,Korean,2012,Arisu
696,Cleaning services,Not Specified,2012,Idryl Laundromat
697,Prepared food,Not Specified,2012,Snakes and Lattes
698,Miscellaneous,Korean,2012,Bloor Electronics
699,Clothing,Not Specified,2012,Teds Style Shoppe
700,Prepared food,Korean,2012,Roll House
701,Clothing,Korean,2012,Vivace
702,Prepared food,Not Specified,2012,Pho Rex: Thai and Vietnamese cuisine
705,Prepared food,Not Specified,2012,Yoyos Yogurt Café
706,Prepared food,Not Specified,2012,Menchies Frozen Yogurt
707,Bikes and e-bikes,Not Specified,2012,Sweet Petes Bicycle Shop
708,Prepared food,Not Specified,2012,Guu -- Saka Bar
709,Prepared food,Not Specified,2012,Ali Babas -- Middle Eastern Cuisine
711,Personal care,Not Specified,2012,4U Nails and Spa
712,Prepared food,Korean,2012,Mi Hwa
713,Recreation,Not Specified,2012,Bloor Billiards
714,"Art, books, music, video",Not Specified,2012,Doug Miller Books
829,Prepared food,Not Specified,2012,Pizzaiolo
716,Prepared food,Not Specified,2012,Kenzo -- Japanese Noodles House
719,Food,Not Specified,2012,Davids Tea
720,Food,Not Specified,2012,Rowe Farms
721,Clothing,Not Specified,2012,Skirt
722,Prepared food,Not Specified,2012,Smokes Poutinerie
723,Food,Not Specified,2012,Herbs and Nutrition -- Qi Natural Food
725,Prepared food,Not Specified,2012,Rajputs Bistro
726,Prepared food,Korean,2012,Lim Ga Ne Korean Restaurant
727,Prepared food,Not Specified,2012,Sam James Coffee Bar
565,Food,Not Specified,2012,Healthland
729,Prepared food,Korean,2012,Ding Ho
731,Prepared food,Not Specified,2012,Crêpes à GoGo
732,Prepared food,Not Specified,2012,Jamba Juice
733,Prepared food,Not Specified,2012,Noka: Japanese cuisine and sushi
734,Recreation,Not Specified,2012,EB Games
735,Prepared food,Not Specified,2012,Lakvino
736,Prepared food,Not Specified,2012,Yogurtys: Froyo
737,Prepared food,Not Specified,2012,Sichuan Secret
738,Prepared food,Korean,2012,Korean Restaurant OurHouse
739,Variety,Not Specified,2012,Hanji: Handmade paper and gifts
2,Electronics,Not Specified,2012,Above All Electronic Surplus Ltd.
740,Prepared food,Not Specified,2012,The White Brick Kitchen
741,Variety,Not Specified,2012,Kantipur Krafts: 100% Handmade Products from Nepal
742,Phones,Korean,2012,Mobiland
743,Clothing,Not Specified,2012,Shoes on Bloor
744,Miscellaneous,Not Specified,2012,Kids and Company
746,Prepared food,Not Specified,2012,Kandy Shoppe
747,Entertainment,Not Specified,2012,The Bloor: Hot Docs Cinema
748,Variety,Not Specified,2012,Dollarama
749,Prepared food,Not Specified,2012,Ginos Pizza
750,Prepared food,Not Specified,2012,Indian Village
752,Personal care,Not Specified,2012,Aroma Waxing Clinic
753,Prepared food,Korean,2012,Bryans B.B.Q. Real Korean
754,Prepared food,Korean,2012,Yummy Korean Restaurant
755,Medical,Not Specified,2012,Green Pharmacy
661,Miscellaneous,Not Specified,2012,Just You Sarah and Tom
756,Clothing,Not Specified,2012,S & T
757,Prepared food,Not Specified,2012,Ottoman: Authentic Döner Gyros
758,Personal care,Not Specified,2012,Home Nails and Spa
759,Home furnishing,Not Specified,2012,Im Yours
760,Prepared food,Korean,2012,Jangwon Korean Cuisine
715,Personal adornment,Not Specified,2013,JewelWorks
655,Prepared food,Not Specified,2013,Ghazi: Fresh Juice and Dessert
6,Prepared food,Not Specified,2013,Alberts Hall/Ye Olde Brunswick House and Champions Off-Track Wagering
779,Convenience,Not Specified,2013,7 Days Convenience
14,"Art, books, music, video",Not Specified,2013,Alternative Arts
16,Personal care,Korean,2013,The Amore
24,Convenience,Not Specified,2013,Annex Mart
33,Food,Korean,2013,Asian Acupuncture and Health Foods
65,Entertainment,Korean,2013,BMB Karaoke
66,Personal adornment,Korean,2013,Bo Kwang Dang Jewellery
70,"Art, books, music, video",Not Specified,2013,Book City
101,Prepared food,Not Specified,2013,Clintons
2290,Food,Not Specified,2013,Metro
163,"Art, books, music, video",Not Specified,2013,Frames N Graphics
166,Prepared food,Not Specified,2013,Future Bakery and Café
180,Personal adornment,Korean,2013,Golden Jewellery
202,Department store,Not Specified,2013,Honest Eds
211,Prepared food,Korean,2013,Imonay Korean Restaurant
215,Prepared food,Not Specified,2013,Insomnia
220,Clothing,Korean,2013,J. Fashions
226,Personal care,Not Specified,2013,Johns Barber Shop and Hair Styling
228,Prepared food,Not Specified,2013,Joons Korean Cuisine
241,Business services,Not Specified,2013,FedEx Office
244,Cleaning services,Not Specified,2013,Knob Hill Cleaners
265,Personal care,Korean,2013,Kyounghee Hair Salon
269,Entertainment,Not Specified,2013,Lees Palace
288,Entertainment,Not Specified,2013,Metro Theatre
289,"Art, books, music, video",Not Specified,2013,Midoco: Art and Office Supplies
323,Prepared food,Not Specified,2013,Paupers Pub
357,Prepared food,Not Specified,2013,Sarahs Shawarma & Felafel
366,Prepared food,Korean,2013,Seoul Restaurant
374,Convenience,Not Specified,2013,Six Penny Variety
383,Prepared food,Not Specified,2013,Subway
389,Prepared food,Not Specified,2013,New Generation Sushi Japanese Restaurant
390,Prepared food,Not Specified,2013,Sushi on Bloor
392,Medical,Korean,2013,Susies Acupuncture and Herbs
435,Religion,Not Specified,2013,Trinity St. Pauls United Church
441,Prepared food,Korean,2013,Umji Bunsik Thumbs-Up Korean Fast Food
15,Prepared food,Not Specified,2013,Amnesia Bar and Grill
22,Recreation,Not Specified,2013,Annas Dance Centre
41,Financial,Not Specified,2013,Bank of Montreal
637,Personal care,Not Specified,2013,Pëlo: Hair and Spa
54,Food,Not Specified,2013,Bloor Fruit Market
77,Prepared food,Not Specified,2013,By the Way Café
516,Financial,Not Specified,2013,CIBC
112,Prepared food,Not Specified,2013,Country Style
114,Bikes and e-bikes,Not Specified,2013,Curbside Cycle
131,Home furnishing,Not Specified,2013,East West Futons
157,Travel,Not Specified,2013,Flight Centre
172,Food,Not Specified,2013,Ghazale: Middle Eastern and Vegetarian Foods
177,Internet parlor,Not Specified,2013,Gig@bites
178,Personal care,Korean,2013,Gloria Fashion and Gifts
179,Personal care,Korean,2013,Goa Beauty Salon
184,Miscellaneous,Not Specified,2013,Grassroots
188,Personal care,Not Specified,2013,Gus the Other Barber
217,"Art, books, music, video",Not Specified,2013,Inti Crafts
221,Prepared food,Not Specified,2013,Japan Sushi
227,"Art, books, music, video",Korean,2013,Jong Ro Korean Books and Musics
236,Prepared food,Not Specified,2013,Kensington Natural Bakery and Café
251,Prepared food,Korean,2013,Korea House Restaurant
263,Prepared food,Korean,2013,Korean Village Restaurant
278,Food,Korean,2013,Magic Health Food
296,Financial,Not Specified,2013,Money Mart
302,Financial,Hispanic,2013,"Multiexpress, Marios Latin Video"
304,Clothing,Not Specified,2013,N. Markus Fashions
329,Prepared food,Not Specified,2013,Pizza Pizza
339,"Art, books, music, video",Not Specified,2013,Queen Video
342,Prepared food,Not Specified,2013,Real Thailand Restaurant
349,Clothing,Not Specified,2013,Risqué: Clothing and Accessories
654,Prepared food,Not Specified,2013,Acme Burger
368,Prepared food,Not Specified,2013,Serra
381,Prepared food,Not Specified,2013,Starbucks
396,Prepared food,Not Specified,2013,Tacos El Asador
398,Food,Not Specified,2013,Taste of Nature
826,Financial,Not Specified,2013,TD Canada Trust
410,Home furnishing,Not Specified,2013,The Futon Store
457,Food,Not Specified,2013,Village Market
464,Home maintenance,Not Specified,2013,Wieners Home Hardware
469,Medical,Not Specified,2013,X-Ray and Ultrasound
484,Cleaning services,Not Specified,2013,Nice Cleaners
495,Prepared food,Korean,2013,"Cake House, BnC Patisserie"
359,Travel,Korean,2013,Sebang Travel KC Tours
503,Phones,Not Specified,2013,Telus
328,Clothing,Not Specified,2013,Piyas Boutique
416,Personal care,Not Specified,2013,The Outer Layer
517,Prepared food,Not Specified,2013,Second Cup
518,Prepared food,Not Specified,2013,Gregs Ice Cream
521,Prepared food,Not Specified,2013,Mt. Everest Restaurant
431,Medical,Not Specified,2013,Toronto Healing Arts Centre
827,Prepared food,Not Specified,2013,Subway
529,Prepared food,Not Specified,2013,Noodle Bowl
541,Prepared food,Not Specified,2013,Pita Q
543,Prepared food,Not Specified,2013,Thai Basil
544,Prepared food,Not Specified,2013,Mariko
545,Personal care,Korean,2013,Mapsi Hair Salon
546,Food,Korean,2013,P. A. T. Central
